교육과정ID,교육차수ID,차수명,설문ID,설문명,설문유형,문항분류명,사번,No,문항ID,설문문항,점수,응답선택번호,답안내용,기타의견내용,만족도분류,만족도명,강사ID,설문제출시간,주요_감정,감정_강도,감정_분류
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003740,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,재밌었습니다!,,,E,과정만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003774,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,신입사원으로서 가져야할 마인드셋에 대해 자세히 알려주셔서 좋았습니다,,,E,과정만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003741,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,신입사원이 가져야할 마인드를 알려주셔서 좋았다,,,E,과정만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003517,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,너무 즐겁고 재밌는 과정이였습니다.,,,E,과정만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003715,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,신입으로서 앞으로 나아갈 방향을 들어서 좋았습니다!,,,E,과정만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003744,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,여러 동기분들을 만나면서 좋은 시간을 보낼 수 있었습니다. 또한 강사님들의 우수한 강의로 수업에 잘 임할 수 있었습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003723,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"오늘 교육을 통해 동기들과 보다 친해질 수 있었도, 회사의 역사를 다시 한 번 돌아보며 애사심을 느낄 수 있었습니다.",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003780,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,피피티 잘 나오게 해주세요,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003710,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,준비를 열심히 해 주신 것 같아 감사합니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003715,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들을 만날 수 있어서 좋았으며 교육의 전반적인 내용이 알차고 도움이 많이 되었습니다!,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003520,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,많은 사람들과 소통할 수 있어 좋았습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003725,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,설렘을 가지고 시작하며 동기들과 더 친해지고 현대자동차그룹의 일원이 제대로 되었다는 기분이 들어 너무나 유익하고 좋았습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003778,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"처음 만난 동기들과 가까워질 수 있는 기회가 있어서 좋았고, 교육을 들으면 현대 헤리티지에 대해 더욱 잘 이해할 수 있었습니다.",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003705,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,다른 부서 동기들과 친해지고 회사에 대해 더욱 알아갈 수있는 의미있는 시간이었음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003770,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,여러 사업장의 동기들과 만나고 우리 회사의 헤리티지를 배울 수 있어 좋았습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003743,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,여러내용 정리할 수 있어 좋았습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003782,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,조원들과 친해질 수 있는 시간이 앞쪽에 있어서 좋았다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003724,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,새로운 동기들을 만나 알게되어 반가웠습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003753,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재밌고 유익한 시간이었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003704,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"첫일차라 그런지 부담없이 친해지고, 그룹에 대해 배울수 있었다.",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003784,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들을 만날 수 있어서 좋았습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003732,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들이 이렇게 다같이 모여서 교육 받는 일이 흔치 않은데 이런 자리를 만들어주시고 양질의 교육을 진행해주셔서 감사드립니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003712,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들 만날 수 있어 좋았습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003517,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"입사한 동기들과 이렇게 만날기회가 거의 없는데, 이렇게 함께할 수 있는 자리를 만들어주셔서 감사합니다!",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003721,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,회사에 비전에 대해 알 수 있었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003774,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,첫 교육 어색하지 않게 잘 진행된것 같습니다!,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003755,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,시작일로 아주 적절한 내용의 교육들이었습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003716,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"이런 자리가 있어서 좋았습니다
소속에 대한 자부심과 더불어 정말 대기업에 들어왔다는 자부심을 가지는 동시에 다양한 부서 사람들을 알 수 있어서 좋았습니다",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003714,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들과 더 알아갈 수 있어서 즐거운 시간이었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003754,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들하고 친하게 지낼 수 있었고 재밌었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003741,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,여러 지역의 동기들을 만날수 있어서 좋았습니다!,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003514,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,매우 알찬시간이었음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003772,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재미와 지식 모두 잡음 시간이었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003747,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,매우 좋았습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003516,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,팀원들과 조금 더 가까워질 수 있는 시간들이어서 좋았습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003499,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,즐거운 교육이었습니다. 감사합니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003719,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,첫날에 전체적인 흐름을 잡을때 도움이 많이 되었다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003757,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,정말 유익하고 즐거운 교육이었습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003729,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"팀원들과 금방 친해질 수 있었고, 현대차그룹에 대한 내용을 다시 들을 수 있어 좋은 기회 였습니다.",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003771,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,1일차에 맞게 팀원들과 소통할 수 있는 시간이어서 만족스러웠습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003498,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,아주 만족스럽습니다. 앞으로의 일정이 기대됩니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003773,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들과 친해진 것 같아 만족스럽습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003703,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,value up프로그램의 성공적인 1일차를 하게 해주어서 감사합니다!!,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003709,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,현대자동차의 역사에 대해 알아볼 수 있는 시간이었음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003702,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"긴장하고 온 마음이 풀어질 수 있도록
시간표의 짜임새가 매우 적절했음.

추후 후배들이 들어온다면 적극 추천 할 것임.",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003781,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,첫날이지만 팀원들이랑 조금더 친해진것같아서 좋은 시간이었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003738,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,유익한 교육 감사합니다. 특히 HMG의 역사에 대해 이해도를 향상하며 현대제철의 역할에 대하여 알 수 있는 시간이었습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003737,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,소중한 시간이었습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003740,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,첫 시작이 부담스럽지 않고 재밌었습니다!,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003513,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기 분들에 대해 잘 알게되는 시간이였고 강의를 통해 현대라는 회사에 대해 잘 이해할 수 있게 되었음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003718,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,짧은 시간내에 많은 정보를 잘 설명해주셨습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003731,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,처음 본 동기들과 빠르게 친해질 수 있는 컨텐츠 편성에 감사드립니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003508,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,팀원들과 아이스브레이킹을 해서 좋았습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003722,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,새로운 동기들과 친해질 수 있는 기회가 되어 뜻깊은 하루였다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003509,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,1일차였는데 재미있었던것 같습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003750,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,조직에 한층 더 적응할 수 있는 기회였음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003728,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,즐거웠습니당,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003511,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,그룹 및 현대제철의 역사에 대해 쉽게 파악할 수 있었음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003518,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,유익했습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003515,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,남은 4일차가 기대되는 첫 1일차이었음,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003708,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,신입사원 대상으로 좋은 교육 제공과 동기들과 커뮤니케이션 할수 있는 자리를 만들어주셔서 감사드립니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003751,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,좋습니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003736,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,내일이 기대됩니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003776,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,애사심을 키울 수 있는 좋은 시간이었습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003735,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,회사 동기들을 만날 수 있어 뜻깊은 첫만남이었습니다.,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003779,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"너무 재미있었지만, 강의식보다는 토론 및 참여형이 많으면 좋겠어요",,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003746,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,순식간에 흘러갔다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003748,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,여러 동기들을 만날 수 있어 좋았고 앞으로가 기대됩니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003739,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,감사합니다,,,M,운영만족도,0,20250300000000.0,불평/불만,0.0,부정
